Id,Country,A01_interview_date,A03_quest_no,A04_start,A05_end,A06_province,A07_district,A08_ward,A09_village,A11_years_farm,A12_agr_assoc,B_no_membrs,_members_count,B11_remittance_money,B16_years_liv,B17_parents_liv,B18_sp_parents_liv,B19_grand_liv,B20_sp_grand_liv,C01_respondent_roof_type,C02_respondent_wall_type,C03_respondent_floor_type,C04_window_type,C05_buildings_in_compound,C06_rooms,C07_other_buildings,D_no_plots,D_plots_count,E01_water_use,E_no_group_count,E_yes_group_count,E17_no_enough_water,E18_months_no_water,E19_period_use,E20_exper_other,E21_other_meth,E22_res_change,E23_memb_assoc,E24_resp_assoc,E25_fees_water,E26_affect_conflicts,F04_need_money,F05_money_source,F05_money_source_other,F08_emply_lab,F09_du_labour,F10_liv_owned,F10_liv_owned_other,F_liv_count,F12_poultry,F13_du_look_aftr_cows,F14_items_owned,G01_no_meals,G02_months_lack_food,G03_no_food_mitigation,gps:Latitude,gps:Longitude,gps:Altitude,gps:Accuracy,instanceID
170,Moz,25/06/2017,37,2017-06-25T13:38:58.000Z,2017-06-25T13:55:54.000Z,Sofala,Nhamatanda,Lamego,Nhansato,6,no,6,6,no,6,no,no,no,no,grass,sunbricks,earth,no,3,2,no,3,3,yes,,3.0,no,,6.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,no,no,['bicycle'],3,"['Sept', 'Oct', 'Nov']","['limit_portion', 'reduce_meals', 'lab_ex_food']",-19.11212614,33.48333008,708.0,10.0,uuid:b47f8116-439b-4318-9f50-a398a1d6d480
171,Moz,25/06/2017,38,2017-06-25T13:57:19.000Z,2017-06-25T14:30:50.000Z,Sofala,Nhamatanda,Lamego,Nhansato,10,no,9,9,no,8,yes,no,yes,no,grass,sunbricks,earth,no,2,1,no,2,2,yes,,2.0,no,,3.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,yes,no,"['radio', 'solar_torch', 'mobile_phone']",3,"['Jan', 'Feb']","['rely_less_food', 'reduce_meals', 'go_forest', 'lab_ex_food']",-19.11221763,33.48336608,703.0,43.0,uuid:ff3ec25c-b3bd-47d8-95ee-b6d7a2b22a40
172,Moz,25/06/2017,39,2017-06-25T14:31:12.000Z,2017-06-25T15:01:07.000Z,Sofala,Nhamatanda,Lamego,Nhansato,23,no,9,9,no,24,yes,no,yes,no,grass,sunbricks,earth,no,2,1,no,3,3,yes,,3.0,no,,5.0,yes,no,,no,,no,never,no,,,yes,no,"['goats', 'pigs']",,2,yes,yes,"['bicycle', 'radio', 'solar_panel', 'solar_torch']",3,"['Jan', 'Feb', 'Nov', 'Dec']","['rely_less_food', 'go_forest']",-19.11222159,33.48342054,709.0,5.0,uuid:5e162232-71f3-4a33-95d0-329c5ed88f30
173,Moz,25/06/2017,40,2017-06-25T15:01:19.000Z,2017-06-25T15:18:31.000Z,Sofala,Nhamatanda,Lamego,Nhansato,25,no,10,10,no,10,no,yes,no,yes,grass,muddaub,earth,no,2,1,no,2,2,yes,,2.0,no,,7.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,yes,no,"['bicycle', 'radio', 'tractor', 'solar_panel', 'mobile_phone']",3,"['Jan', 'Oct', 'Nov', 'Dec']","['reduce_meals', 'lab_ex_food']",-19.11220082,33.48341163,709.0,9.0,uuid:0f1bde99-7e0f-4d67-98fa-1f6a90ee03a6
174,Moz,26/06/2017,41,2017-06-26T05:34:45.000Z,2017-06-26T05:52:38.000Z,Sofala,Nhamatanda,Lamego,Nhansato,30,no,3,3,yes,3,no,no,no,no,grass,sunbricks,earth,no,1,2,no,2,2,yes,,2.0,no,,7.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,yes,no,"['bicycle', 'radio', 'mobile_phone']",2,"['Jan', 'Feb']","['rely_less_food', 'limit_portion', 'reduce_meals', 'lab_ex_food']",-19.11213629,33.48334281,718.0,9.0,uuid:62059296-cf7a-463b-a8a0-e37e8a980b09
175,Moz,26/06/2017,42,2017-06-26T05:53:11.000Z,2017-06-26T06:14:06.000Z,Sofala,Nhamatanda,Lamego,Nhansato,41,no,7,7,no,41,no,no,no,no,grass,muddaub,earth,yes,1,2,no,3,3,yes,,3.0,yes,"['June', 'July', 'Aug', 'Sept', 'Oct']",41.0,yes,no,,no,,no,never,no,,,no,no,"['pigs', 'poultry']",,2,yes,no,"['bicycle', 'solar_panel', 'mobile_phone']",2,"['Jan', 'Feb', 'Mar', 'Dec']","['rely_less_food', 'reduce_meals', 'borrow_food', 'seek_government']",-19.11214616,33.48331151,711.0,6.0,uuid:8dc14381-f7e4-4ce7-8b2b-c7159cd005ed
176,Moz,26/06/2017,43,2017-06-26T06:14:11.000Z,2017-06-26T06:30:39.000Z,Sofala,Nhamatanda,Lamego,Nhansato,35,no,4,4,no,45,no,no,no,no,grass,muddaub,earth,no,1,1,no,3,3,yes,,3.0,yes,"['July', 'Aug', 'Sept', 'Oct']",30.0,yes,no,,no,,no,never,no,,,no,no,"['goats', 'poultry']",,2,yes,no,['mobile_phone'],2,"['Jan', 'Feb']","['rely_less_food', 'limit_variety', 'reduce_meals', 'borrow_food', 'go_forest', 'lab_ex_food', 'seek_government']",-19.11223376,33.48340679,699.0,8.0,uuid:71fb6807-fe27-4920-9bae-41d883c48cf9
177,Moz,26/06/2017,44,2017-06-26T06:37:19.000Z,2017-06-26T06:52:48.000Z,Sofala,Nhamatanda,Lamego,Nhansato,50,no,6,6,no,50,no,no,no,no,grass,muddaub,earth,no,2,2,no,2,2,yes,,2.0,yes,"['May', 'June', 'July', 'Aug', 'Sept', 'Oct']",32.0,yes,no,,no,,no,never,no,,,no,no,"['goats', 'pigs', 'poultry']",,3,yes,no,,2,"['Jan', 'Feb', 'Mar', 'Apr', 'Dec']","['rely_less_food', 'reduce_meals', 'borrow_food', 'go_forest', 'seek_government']",-19.11204336,33.48324378,735.0,6.0,uuid:ee3561a8-2a79-4c2d-b7da-84f34e007002
178,Moz,26/06/2017,45,2017-06-26T06:53:31.000Z,2017-06-26T07:08:35.000Z,Sofala,Nhamatanda,Lamego,Nhansato,50,no,3,3,no,50,no,no,no,no,grass,muddaub,earth,no,1,2,no,3,3,yes,,3.0,yes,"['June', 'July', 'Aug', 'Sept', 'Oct', 'Nov', 'Dec']",50.0,yes,no,,no,,no,never,no,,,no,no,['none'],,1,no,no,"['solar_panel', 'solar_torch', 'mobile_phone']",3,"['Jan', 'Feb', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'borrow_food', 'seek_government']",-19.11219614,33.4834441,722.0,7.0,uuid:f376b8a8-80cd-4ab8-a3ad-641bfeaa0d50
179,Moz,26/06/2017,46,2017-06-26T07:08:49.000Z,2017-06-26T07:22:05.000Z,Sofala,Nhamatanda,Lamego,Nhansato,38,no,1,1,no,38,no,no,no,no,grass,muddaub,earth,no,1,2,no,2,2,yes,,2.0,yes,"['May', 'June', 'July', 'Aug', 'Sept', 'Oct']",3.0,yes,no,,no,,no,never,no,,,no,no,['none'],,1,no,no,,3,"['Jan', 'Feb', 'Dec']","['limit_portion', 'borrow_food', 'go_forest', 'seek_government']",-19.11232025,33.48343542,678.0,9.0,uuid:7520ec70-9270-4504-b593-5375a480bacf
180,Moz,26/06/2017,47,2017-06-26T07:23:18.000Z,2017-06-26T07:39:57.000Z,Sofala,Nhamatanda,Lamego,Nhansato -Castanheira,10,no,10,10,no,10,yes,no,no,no,grass,muddaub,earth,no,4,2,yes,2,2,yes,,2.0,yes,"['Aug', 'Sept', 'Oct']",2.0,yes,yes,['cheaper'],no,,no,never,no,,,no,yes,['none'],,1,yes,no,"['bicycle', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,"['Jan', 'Sept', 'Oct', 'Nov', 'Dec']","['rely_less_food', 'limit_portion']",-19.1035586,33.4778296,0.0,2124.0,uuid:dadf7328-e428-4d1b-8161-20bc9c8a5ac7
181,Moz,26/06/2017,48,2017-06-26T08:51:17.000Z,2017-06-26T09:07:47.000Z,Sofala,Nhamatanda,Lamego,Nhansato-Castanheira,37,no,9,9,no,37,yes,yes,no,no,grass,muddaub,earth,no,1,1,no,3,3,yes,,3.0,no,,2.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,yes,no,"['bicycle', 'radio', 'table']",3,"['Jan', 'Feb', 'Sept', 'Oct', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'day_night_hungry', 'lab_ex_food']",-19.11218834,33.4833486,708.0,11.0,uuid:15978a1d-9275-4af7-af0a-95e85ab9766d
182,Moz,26/06/2017,49,2017-06-26T09:08:35.000Z,2017-06-26T09:22:34.000Z,Sofala,Nhamatanda,Lamego,Nhansato-Castanheira,21,yes,8,8,yes,21,no,no,no,no,grass,sunbricks,earth,no,2,2,no,2,2,yes,,2.0,no,,2.0,yes,no,,no,,no,never,no,,,no,no,['none'],,1,yes,no,"['bicycle', 'radio', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,"['Jan', 'Feb', 'Sept', 'Oct', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'limit_portion', 'reduce_meals', 'borrow_food']",-19.11218347,33.48337383,725.0,9.0,uuid:dc8a263a-cddd-4292-bb81-c32991993de2
183,Moz,26/06/2017,50,2017-06-26T09:22:55.000Z,2017-06-26T09:38:45.000Z,Sofala,Nhamatanda,Lamego,Nhansato-Castanheira,24,yes,9,9,yes,40,no,no,no,no,mabatisloping,burntbricks,cement,no,1,2,no,2,2,yes,,2.0,no,,4.0,yes,no,,no,,no,never,no,,,yes,yes,['none'],,1,yes,no,"['bicycle', 'radio', 'solar_torch', 'table', 'mobile_phone']",3,"['Jan', 'Feb', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'borrow_food', 'lab_ex_food']",-19.11219658,33.48342006,720.0,7.0,uuid:6b65122d-291b-4c0b-80de-3106ae1448cf
184,Moz,27/06/2017,51,2017-06-27T08:13:58.000Z,2017-06-27T17:02:23.000Z,Sofala,51,Lamego,Massequece,5,yes,5,5,no,9,yes,yes,yes,yes,mabatisloping,sunbricks,earth,no,1,2,no,2,2,yes,,2.0,no,,3.0,yes,no,,yes,no,yes,never,no,,,yes,yes,['none'],,1,yes,no,"['bicycle', 'radio']",2,"['Sept', 'Oct', 'Nov', 'Dec']","['reduce_meals', 'lab_ex_food']",-19.11134046,33.47604298,717.0,23.0,uuid:57130433-3503-4353-8016-95370469e57b
185,Moz,27/06/2017,52,2017-06-27T08:41:23.000Z,2017-06-27T09:05:40.000Z,Sofala,Nhamatanda,Lamego,Massequece,11,no,9,9,no,34,no,no,no,no,grass,sunbricks,earth,no,2,1,no,3,3,yes,,3.0,yes,"['Aug', 'Sept']",10.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,no,no,"['bicycle', 'solar_panel', 'mobile_phone']",2,"['Jan', 'Aug', 'Sept', 'Oct', 'Nov', 'Dec']","['reduce_meals', 'restrict_adults']",-19.11153271,33.47620975,712.0,29.0,uuid:4a9fd7e8-fb7f-4b7e-9718-f6e59059509a
186,Moz,27/06/2017,53,2017-06-27T09:06:35.000Z,2017-06-27T09:33:44.000Z,Sofala,Nhamatanda,Lamego,Massequece,10,no,6,6,no,17,no,yes,no,yes,grass,sunbricks,earth,no,2,3,no,2,2,yes,,2.0,no,,3.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,yes,no,"['radio', 'solar_panel']",3,"['Sept', 'Oct', 'Nov']","['rely_less_food', 'limit_portion', 'lab_ex_food']",-19.11152561,33.47614903,722.0,42.0,uuid:8adb7af9-3216-43bc-892f-325f4473732a
187,Moz,27/06/2017,58,2017-06-27T13:02:39.000Z,2017-06-27T13:23:12.000Z,Sofala,Nhamatanda,Lamego,Massequece,18,no,9,9,no,18,yes,yes,yes,yes,grass,sunbricks,earth,no,1,1,no,2,2,yes,,2.0,no,,18.0,yes,no,,yes,no,no,never,no,,,no,yes,['none'],,1,yes,no,,2,['Jan'],"['rely_less_food', 'limit_portion', 'borrow_food', 'go_forest', 'seek_government']",-19.1115207,33.4760514,0.0,20.0,uuid:846846c3-2eac-4412-81c1-52bc3c225ab0
188,Moz,27/06/2017,59,2017-06-27T13:28:33.000Z,2017-06-27T13:50:51.000Z,Sofala,Nhamatanda,Lamego,Massequece,15,no,11,11,no,14,no,no,no,no,mabatisloping,burntbricks,earth,no,3,2,yes,1,1,no,1.0,,,,,,,,,,,,,,,yes,no,['none'],,1,no,no,"['bicycle', 'television', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",2,"['Jan', 'Feb', 'Oct', 'Nov', 'Dec']",['rely_less_food'],-19.1115207,33.4760514,0.0,20.0,uuid:ba051d36-fcc3-469c-b8f3-a2938272d8ba
189,Moz,27/06/2017,60,2017-06-27T13:54:05.000Z,2017-06-27T14:07:31.000Z,Sofala,Nhamatanda,Lamego,Massequece,30,no,3,3,yes,20,no,no,no,no,mabatisloping,burntbricks,earth,no,2,1,no,4,4,yes,,4.0,no,,20.0,yes,no,,no,,no,never,no,,,no,no,['none'],,1,yes,no,['bicycle'],3,"['Jan', 'Feb', 'Nov', 'Dec']","['rely_less_food', 'lab_ex_food']",-19.1115207,33.4760514,0.0,20.0,uuid:4e945d34-f420-4b0b-bd81-97b397da29a9
190,Moz,27/06/2017,54,2017-06-27T15:39:19.000Z,2017-06-27T15:55:57.000Z,Sofala,Nhamatanda,Lamego,Massequece,22,no,4,4,no,22,no,no,no,no,grass,sunbricks,earth,no,2,1,no,2,2,yes,,2.0,no,,22.0,yes,no,,no,,no,never,no,,,no,no,['poultry'],,1,yes,no,,2,"['Jan', 'Dec']","['rely_less_food', 'borrow_food']",-19.11214136,33.48343551,701.0,4.0,uuid:6491aacb-c3b7-472f-b00f-1a905c173a2c
191,Moz,27/06/2017,55,2017-06-27T15:56:26.000Z,2017-06-27T16:14:52.000Z,Sofala,Nhamatanda,Lamego,Massequese,42,yes,4,4,yes,45,no,yes,no,yes,grass,sunbricks,earth,no,2,2,no,3,3,yes,,3.0,no,,42.0,yes,no,,no,,no,never,no,,,yes,no,['none'],,1,yes,no,"['bicycle', 'radio']",3,['none'],['na'],-19.11223034,33.48340883,697.0,16.0,uuid:7e3e956f-c59f-4e7e-be35-cba5d80a76a0
192,Moz,27/06/2017,56,2017-06-27T16:15:37.000Z,2017-06-27T16:39:42.000Z,Sofala,Nhamatanda,Lamego,Massequece,57,yes,5,5,yes,16,no,no,no,no,mabatisloping,burntbricks,cement,no,1,3,no,3,3,yes,,3.0,no,,10.0,yes,no,,yes,no,yes,never,no,,,yes,no,['none'],,1,yes,no,"['bicycle', 'solar_torch', 'table', 'mobile_phone']",3,"['Oct', 'Nov', 'Dec']","['rely_less_food', 'lab_ex_food']",-19.11221906,33.4833719,730.0,10.0,uuid:45f70b5c-89c8-4f98-a43e-66125e2f290d
193,Moz,27/06/2017,57,2017-06-27T16:40:01.000Z,2017-06-27T16:57:22.000Z,Sofala,Nhamatanda,Lamego,Massequece,17,no,6,6,no,17,no,no,no,no,grass,sunbricks,earth,no,2,1,no,2,2,no,2.0,,,,,,,,,,,,,,,no,no,['none'],,1,yes,no,,2,"['Jan', 'Nov', 'Dec']","['borrow_food', 'lab_ex_food']",-19.11223961,33.48326329,708.0,24.0,uuid:9c3021f6-c520-45f9-afed-e4508b9a758a
194,Moz,28/06/2017,61,2017-06-28T04:14:11.000Z,2017-06-28T04:29:48.000Z,Sofala,Nhamatanda,Lamego,Massequece,6,yes,8,8,no,6,yes,yes,yes,yes,mabatisloping,burntbricks,cement,yes,4,1,yes,2,2,yes,,2.0,no,,3.0,yes,no,,yes,no,yes,never,no,,,no,no,"['pigs', 'poultry']",,2,yes,no,"['bicycle', 'radio', 'solar_torch', 'table', 'mobile_phone']",3,"['Jan', 'Feb', 'Mar', 'Dec']","['rely_less_food', 'limit_portion']",-19.112245,33.48324839,711.0,7.0,uuid:4535b659-4a1b-4ffc-bdf0-14115e93090b
195,Moz,28/06/2017,62,2017-06-28T04:29:54.000Z,2017-06-28T04:44:02.000Z,Sofala,Nhamatanda,Lamego,Massequece,10,no,6,6,no,23,no,no,no,no,grass,sunbricks,earth,no,1,3,no,3,3,yes,,3.0,yes,"['May', 'June', 'July', 'Aug', 'Sept', 'Oct']",25.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,no,no,['table'],3,"['Jan', 'Feb', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'go_forest']",-19.11194214,33.48341973,713.0,11.0,uuid:e6eaf4a6-610c-4f9c-90f1-0ea90ca73513
196,Moz,28/06/2017,63,2017-06-28T05:55:53.000Z,2017-06-28T06:18:47.000Z,Sofala,Nhamatanda,Lamego,Massequece,15,no,5,5,no,15,no,no,no,no,grass,muddaub,earth,no,2,2,no,3,3,yes,,3.0,yes,"['July', 'Aug', 'Sept', 'Oct', 'Nov', 'Dec']",5.0,yes,no,,no,,no,never,no,,,no,yes,['poultry'],,1,no,no,"['bicycle', 'radio', 'solar_panel', 'solar_torch', 'mobile_phone']",3,"['Jan', 'Feb', 'Mar']","['rely_less_food', 'limit_variety', 'reduce_meals', 'borrow_food', 'go_forest', 'lab_ex_food', 'seek_government']",-19.06138693,33.39081845,698.0,10.0,uuid:1541f85b-7219-4401-8efd-7e984b5c2b99
197,Moz,28/06/2017,64,2017-06-28T07:02:34.000Z,2017-06-28T07:16:52.000Z,Sofala,Nhamatanda,Lamego,Massequece,15,no,4,4,no,15,yes,yes,yes,yes,grass,muddaub,earth,no,1,1,no,4,4,yes,,4.0,yes,"['June', 'July', 'Aug', 'Sept']",5.0,yes,no,,no,,no,never,no,,,no,no,['none'],,1,no,no,,2,"['Jan', 'Feb', 'Mar', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'lab_ex_food']",-19.04336707,33.40438933,715.0,52.0,uuid:1e4b10f6-57d0-4309-aa0d-b22135ddde18
198,Moz,28/06/2017,65,2017-06-28T07:19:02.000Z,2017-06-28T07:31:20.000Z,Sofala,Nhamatanda,Lamego,Massequece,25,no,3,3,no,50,no,no,no,no,grass,muddaub,earth,no,1,1,no,2,2,yes,,2.0,yes,"['June', 'July', 'Aug', 'Sept', 'Oct']",20.0,yes,no,,no,,no,never,no,,,no,no,"['goats', 'pigs', 'poultry']",,3,no,no,"['bicycle', 'solar_panel', 'mobile_phone']",2,"['Jan', 'Feb', 'Mar', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'go_forest', 'lab_ex_food']",-19.04260643,33.40413019,767.0,55.0,uuid:596816b5-a163-4d1e-9ba4-d0a27944d4c8
199,Moz,28/06/2017,66,2017-06-28T10:53:22.000Z,2017-06-28T11:20:37.000Z,Sofala,Nhamatanda,Lamego,Massequece,45,yes,3,3,yes,45,no,no,no,no,mabatisloping,burntbricks,earth,yes,1,1,yes,4,4,yes,,4.0,no,,3.0,yes,no,,yes,yes,yes,never,yes,['support'],,yes,no,"['goats', 'pigs']",,2,yes,no,"['bicycle', 'radio', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,['none'],['na'],-19.1014914,33.427975,628.0,4.0,uuid:27d46183-f616-4933-a5dc-4d3171bc1767
200,Moz,28/06/2017,67,2017-06-28T13:55:22.000Z,2017-06-28T14:09:46.000Z,Sofala,Nhamatanda,Lamego,Massequece,10,no,6,6,yes,30,no,no,no,no,grass,muddaub,earth,no,1,1,no,3,3,yes,,3.0,no,,3.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,yes,no,"['bicycle', 'radio', 'mobile_phone']",3,"['Jan', 'Dec']","['rely_less_food', 'limit_variety', 'limit_portion', 'borrow_food', 'lab_ex_food']",-19.1115207,33.4760514,0.0,20.0,uuid:62829412-1df0-4858-99f9-ae88b6aedfc3
201,Moz,28/06/2017,68,2017-06-28T14:11:03.000Z,2017-06-28T14:25:01.000Z,Sofala,Nhamatanda,Lamego,Massequece,18,yes,3,3,no,19,yes,no,no,no,grass,sunbricks,earth,no,1,1,yes,2,2,yes,,2.0,no,,12.0,yes,yes,"['cheaper', 'obtn_more_water', 'less_work']",yes,no,yes,never,yes,['support'],,yes,no,['none'],,1,yes,no,"['bicycle', 'radio', 'solar_panel', 'solar_torch', 'mobile_phone']",3,['none'],['na'],-19.1115207,33.4760514,0.0,20.0,uuid:461cf089-a400-4407-9c1b-1b93762fba39
202,Moz,28/06/2017,69,2017-06-28T14:29:43.000Z,2017-06-28T14:45:10.000Z,Sofala,Nhamatanda,Lamego,Lamego,19,no,2,2,no,19,no,no,no,no,grass,muddaub,earth,no,1,1,yes,2,2,yes,,2.0,no,,19.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,no,no,['radio'],3,"['Jan', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'lab_ex_food']",-19.1115242,33.4760439,0.0,21.473,uuid:85359846-2b98-413b-9671-6501980fa4f1
203,Moz,28/06/2017,6,2017-06-28T14:54:17.000Z,2017-06-28T15:11:10.000Z,Sofala,Nhamatanda,Lamego,Massequece,3,yes,6,6,yes,18,no,no,no,no,grass,sunbricks,earth,no,1,1,yes,2,2,yes,,2.0,no,,3.0,yes,no,,no,,no,never,no,,,yes,yes,['none'],,1,no,no,['table'],3,"['Jan', 'Feb', 'Dec']","['rely_less_food', 'limit_variety', 'limit_portion', 'reduce_meals', 'lab_ex_food']",-19.1115207,33.4760514,0.0,20.9,uuid:8c1ca96b-8154-4cf4-8b77-e78efc724f2c
204,Moz,29/06/2017,71,2017-06-29T03:51:01.000Z,2017-06-29T04:01:27.000Z,Sofala,Nhamatanda,Lamego,Massequece,13,no,4,4,no,13,yes,yes,no,no,grass,muddaub,earth,no,1,1,no,2,2,yes,,2.0,no,,3.0,yes,no,,no,,no,never,no,,,no,yes,"['goats', 'poultry']",,2,yes,no,['bicycle'],3,"['Jan', 'Feb', 'Oct', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'limit_portion', 'reduce_meals', 'borrow_food', 'no_food', 'day_night_hungry', 'lab_ex_food']",-19.11173102,33.48353913,741.0,10.0,uuid:4402581d-0b04-441d-95f2-d6978b65b610
205,Moz,29/06/2017,72,2017-06-29T04:02:00.000Z,2017-06-29T04:42:38.000Z,Sofala,Nhamatanda,Lamego,Massequece,30,no,7,7,yes,30,no,no,no,no,grass,muddaub,earth,no,1,2,no,4,4,yes,,4.0,no,,20.0,yes,no,,no,,no,never,no,,,no,no,['goats'],,1,yes,no,"['bicycle', 'solar_torch']",3,"['Jan', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals']",-19.11197377,33.48346522,726.0,23.0,uuid:495eb0f0-d931-4fc4-bc5c-f37e1aee3f74
206,Moz,29/06/2017,73,2017-06-29T13:27:31.000Z,2017-06-29T13:46:02.000Z,Sofala,Nhamatanda,Lamego,Massequece,20,no,7,7,no,20,no,yes,no,no,grass,sunbricks,earth,no,2,1,no,2,2,yes,,2.0,no,,1.0,yes,no,,no,,no,never,no,,,no,yes,"['pigs', 'poultry']",,2,no,no,"['bicycle', 'table', 'mobile_phone']",3,"['Jan', 'Feb']","['rely_less_food', 'limit_variety', 'reduce_meals', 'lab_ex_food']",-19.11132209,33.47602087,745.0,49.0,uuid:7018c11e-946c-4e93-8c45-5f9ba741dabf
207,Moz,29/06/2017,74,2017-06-29T13:46:16.000Z,2017-06-29T14:11:57.000Z,Sofala,Nhamatanda,Lamego,Massequece,13,no,5,5,no,13,yes,yes,yes,no,grass,muddaub,earth,no,2,1,no,2,2,yes,,2.0,no,,13.0,yes,no,,no,,no,never,no,,,no,no,"['pigs', 'poultry']",,2,no,no,"['bicycle', 'radio', 'mobile_phone']",3,"['Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals']",-19.11156919,33.4762273,805.0,30.0,uuid:79d40e59-3cf8-4980-abc7-a508b6308f68
208,Moz,29/06/2017,75,2017-06-29T14:13:31.000Z,2017-06-29T14:23:10.000Z,Sofala,Nhamatanda,Lamego,Massequece,4,no,4,4,no,4,no,yes,no,no,mabatisloping,sunbricks,earth,no,2,2,no,1,1,no,1.0,,,,,,,,,,,,,,,no,no,['poultry'],,1,yes,no,"['bicycle', 'electricity', 'table']",3,"['Jan', 'Feb', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'borrow_food']",-19.1114463,33.4759556,0.0,72.9,uuid:775f4335-4372-4943-9f28-5c9c3614eea1
209,Moz,29/06/2017,76,2017-06-29T16:40:25.000Z,2017-06-29T16:50:28.000Z,Sofala,Nhamatanda,Lamego,Massequece,28,no,4,4,no,28,no,no,no,no,mabatisloping,burntbricks,cement,yes,1,2,no,2,2,yes,,2.0,no,,13.0,no,no,,no,,no,never,no,,,no,no,"['goats', 'pigs', 'poultry']",,3,no,no,"['bicycle', 'television', 'radio', 'electricity', 'table']",3,"['Jan', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals']",-19.11225279,33.48349952,698.0,33.0,uuid:fbebd4ea-8b68-4e7a-ac58-b8af66d2d386
210,Moz,29/06/2017,77,2017-06-29T16:51:51.000Z,2017-06-29T17:06:35.000Z,Sofala,Nhamatanda,Lamego,Massequece,14,no,3,3,no,14,no,yes,no,no,grass,muddaub,earth,no,1,1,no,2,2,yes,,2.0,no,,4.0,yes,yes,['previous_unavailable'],no,,no,never,no,,,no,no,['goats'],,1,yes,no,"['radio', 'solar_torch', 'table']",3,['none'],"['rely_less_food', 'limit_variety', 'reduce_meals']",-19.11218703,33.4834991,725.0,7.0,uuid:4721d9e5-00ff-47bf-8321-a457a85bdbe0
211,Moz,29/06/2017,78,2017-06-29T17:06:38.000Z,2017-06-29T17:18:47.000Z,Sofala,Nhamatanda,Lamego,Massequece,12,no,6,6,no,12,yes,yes,yes,yes,mabatisloping,burntbricks,cement,no,1,2,no,2,2,yes,,2.0,no,,2.0,yes,no,,no,,no,never,no,,,yes,no,"['goats', 'pigs']",,2,yes,no,"['bicycle', 'radio', 'solar_panel', 'solar_torch', 'electricity', 'table', 'mobile_phone']",3,"['Jan', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals']",-19.11217481,33.48347033,706.0,5.0,uuid:b5200aab-a013-4c9b-9d87-90bcfe3c9d58
212,Moz,29/06/2017,79,2017-06-29T17:19:21.000Z,2017-06-29T17:34:24.000Z,Sofala,Nhamatanda,Lamego,Massequece,15,yes,5,5,no,20,yes,yes,no,no,mabatisloping,cement,cement,yes,1,1,no,3,3,yes,,3.0,no,,6.0,yes,no,,yes,no,yes,never,no,,,no,no,['goats'],,1,yes,no,"['bicycle', 'television', 'radio', 'sterio', 'solar_panel', 'electricity', 'table', 'sofa_set', 'mobile_phone']",3,"['Jan', 'Feb', 'Mar']","['rely_less_food', 'limit_variety']",-19.11211864,33.48337579,716.0,14.0,uuid:997e97ae-ca9a-431d-8222-79da30c93b4b
213,Moz,29/06/2017,80,2017-06-29T17:34:36.000Z,2017-06-29T17:45:39.000Z,Sofala,Nhamantanda,Lamego,Massequece,5,no,2,2,no,22,yes,yes,yes,yes,grass,muddaub,earth,no,1,1,no,2,2,yes,,2.0,yes,"['June', 'July', 'Aug', 'Sept', 'Oct']",2.0,yes,no,,yes,no,no,never,no,,,no,no,['none'],,1,no,no,"['table', 'mobile_phone']",3,"['Jan', 'Feb', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'borrow_food', 'lab_ex_food']",-19.11216772,33.48345188,692.0,10.0,uuid:a67bc75f-c70e-490e-9bae-5454e7bad76f
